Question,Content
How do I cook Greek cod?,"preparation time: 5 minutes cooking time: 5 minutes portions: 2 ingredients: 2 boneless cod fillets 60g Greek feta, cut into cubes a handful of green olives, cut in half 2 tablespoons of tomato sauce 1 clove of garlic 2 lemons cut into slices to taste olive oil to taste salt to taste pepper procedure: 1. prepare the cod fillets already salted and peppered by covering them with the lemon slices and sprinkle them with a little olive oil. 2. cook the cod together with the olives and tomato sauce in the fryer at 180 degrees for 5 minutes. 3. serve hot, adding the feta on top. Enjoy your meal! nutrients: fat 13, fiber 3, carbohydrates 23, proteins 19, calories 320"
How do I cook salmon in hazelnut sauce?,"preparation time: 2 minutes cooking time: 7 minutes portions: 2 ingredients: 2 salmon fillets 1 tablespoon brown sugar 1 tablespoon mustard 1 tablespoon soy sauce 80g chopped hazelnuts oil spray to taste. salt procedure: 1. mix soy, sugar, mustard and hazelnuts in a bowl and spread everything over the salmon. 2. cook the salmon in the oiled fryer at 180 degrees for 6 minutes. 3. serve with salt. Enjoy your meal! nutrients: fat 18, fiber 4, carbohydrates 32, proteins 22, calories 340"
What are some ways to cook fish balls?,"preparation time: 5 minutes cooking time: 5 minutes portions: 2 ingredients: 700g cod fillet without bones, cooked and chopped 100g breadcrumbs zest of 1 lime 1 sprig of thyme, chopped 2 eggs 80g parmigiano reggiano 1 teaspoon of extra virgin olive oil to taste salt to taste pepper procedure: 1. preheat the fryer to 180 degrees with the oil. 2. in a bowl place the cod, lime, breadcrumbs, thyme, eggs, parmesan. 3. pass the dough in the flour and knead it until you create medium-sized meatballs, 4. place the meatballs in the fryer and leave to cook for 5 minutes. 5. serve hot. Enjoy your meal! nutrients: fat 11, fiber 2, carbohydrates 30, protein 5, calories 299"
What are the guidelines for prepare How do you cook salmon with quinoa salad?,"preparation time: 5 minutes cooking time: 6 minutes portions: 4 ingredients: 300g bagged smoked salmon, cut into thin slices 100g pre-cooked quinoa 200g spinach, chopped 1 clove of garlic zest of ½ lime and juice of 1 lime 1 tablespoon soy sauce oil spray 1 teaspoon chilli powder salt and pepper to taste procedure: 1. mix all the ingredients, except the oil and lime juice, and cook in the oiled fryer at 180 degrees for 6 minutes. 2. Serve in bowls, sprinkling the lime over. Enjoy your meal! nutrients: fat 14, fiber 12, carbohydrates 13, protein 16, calories 267"
How might I prepare What is the best way to cook fried shrimp in mayonnaise?,"preparation time: 3 minutes cooking time: 5 minutes portions: 4 ingredients: 100g of flour 300g of peeled prawns 2 tablespoons of Creole mix (onion powder, chopped oregano and thyme, spicy paprika, garlic powder, salt and pepper) 200ml of low-fat milk 100g of breadcrumbs 2 tablespoons of mayonnaise 1 teaspoon of spicy sauce oil spray procedure: 1. mix flour and 1 spoonful of Creole mix in a bowl, in a second place the milk and in a third the breadcrumbs 2. flour the prawns, dip them in the milk and finally in the breadcrumbs and cook them in the oiled fryer at 180 degrees for 5 minutes. 3. in the meantime, mix mayonnaise with spicy sauce and the rest of the Creole mix. 4. serve the prawns, salting them, with the sauce on the side. Enjoy your meal! nutrients: fat 18, fiber 3, carbohydrates 12, proteins 31, calories 290"
What is required to prepare How do you cook Greek hake flowers?,"preparation time: 5 minutes cooking time: 7 minutes portions: 4 ingredients: 300g of defrosted hake flowers 55 grams of green olives, pitted and cut into slices 200g of tomato sauce 1 teaspoon of garlic powder 100g of diced Greek feta two tablespoons of extra virgin olive oil to taste pepper to taste salt to taste oregano procedure: 1. preheat the fryer to 200 degrees with the oil. 2. place the hake flowers on a sheet of aluminum foil and cover them with the tomato sauce and olives. 3. season with oil, pepper, oregano and garlic and close the parcel. 4. cook everything at 200 degrees for 7 minutes. 5. Place on plates, add the feta on top and serve. Enjoy your meal! nutrients: fat 19, fiber 3, carbohydrates 12, proteins 31, calories 310"
How do you cook scallops with lemon?,"preparation time: 2 minutes cooking time: 5 minutes portions: 4 ingredients: 8 scallops, without shell juice and zest of 1 lemon to taste. salt, pepper and chives oil in spray procedure: 1. mix the scallops with lemon zest, salt, pepper and chives and cook for 5 minutes in the oiled fryer at 180 degrees. 2. place the scallops on plates, sprinkling the lemon, and serve. Enjoy your meal! nutrients: fat 18, fiber 2, carbohydrates 19, proteins 25, calories 203"
How do you cook bacon-wrapped scallops?,"preparation time: 5 minutes cooking time: 7 minutes portions: 4 ingredients: 8 scallops without shells 4 strips of bacon, cut in half 8 toothpicks salt and pepper procedure: prepare the fryer at 180 degrees, in the meantime roll the bacon on the scallop , secure it with a toothpick and cook for 5 minutes, with added salt and pepper. serve hot. Enjoy your meal! nutrients: fat 22, fiber 3, carbohydrates 16, proteins 15, calories 353"
What is the best way to cook Hawaiian shrimp?,"preparation time: 5 minutes cooking time: 5 minutes servings: 2 ingredients: 8 shrimp, peeled and peeled 8 pineapple cubes 1 clove of garlic, minced salt and black pepper to taste 1 tablespoon chopped rosemary 1 tablespoon butter, melted juice of 1 lime procedure: in a bowl combine the prawns with garlic, butter, salt, pepper, rosemary, mix the prawns with the garlic, butter, salt, pepper, rosemary and pepper slices and leave aside for 10 minutes. place all the prawns in the fryer basket and cook at 180 degrees for 6 minutes, adding the pineapple halfway through cooking. alternate the shrimp and pineapple on the skewers, add the lime and serve. Enjoy your meal! nutrients: fat 1, fiber 12, carbohydrates 18, protein 7, calories 240"
What are the key steps to prepare How do you cook tuna and egg salad?,"preparation time: 4 minutes cooking time: 3 minutes portions: 4 ingredients: 2 eggs 120g canned tuna, drained 100g baby spinach 2 tomatoes, diced a handful of flaked almonds salt, pepper and oil to taste method: reheated at 140 degrees the fryer with water and eggs, as soon as it boils continue to cook for 3 minutes. in the meantime, prepare the salad, mixing all the other ingredients in a bowl. Shell the eggs, cut them in half, add them to the salad and serve. Enjoy your meal! nutrients: fat 9, fiber 4, carbohydrates 15, proteins 12, calories 230"
How do I cook Nordic piadina?,"preparation time: 3 minutes cooking time: 3 minutes portions: 2 ingredients: 1 wholemeal piadina 1 tablespoon chopped dill 50g smoked salmon 2 tablespoons spreadable cheese salt and pepper to taste procedure: heat the fryer to 160 degrees and place the piadina and heat for 2 minutes on each side. once turned, add the cheese, salmon, dill, salt and pepper and close it to heat for another 2 minutes. Place on a plate, cut in half and serve. Enjoy your meal! nutrients: fat 14, fiber 1, carbohydrates 24, protein 12, calories 310"
What is the best way to cook almond crusted fish?,"preparation time: 5 minutes cooking time: 7 minutes portions: 2 ingredients: 2 white fish fillets 50g flaked almonds 1 teaspoon chopped thyme 2 tablespoons breadcrumbs 1 teaspoon chilli powder salt and pepper to taste oil spray procedure: mix the almonds with thyme, breadcrumbs, chilli pepper, salt and pepper and place it over the fillets, then cook the fillet in the oiled fryer at 180 degrees for 7 minutes. serve on plates, adding salt and pepper, enjoy your meal! nutrients: fat 12, fiber 10, carbohydrates 23, protein 20, calories 300"
How do I make a good sandwich?,"preparation time: 2 minutes cooking time: 3 minutes portions: 2 ingredients: 2 slices of bread 1 can (80g) natural tuna, drained 1 tablespoon mayonnaise 1 teaspoon chopped thyme 1 teaspoon lemon juice 2-3 leaves of lettuce, chopped salt and pepper to taste. procedure: mix the tuna with mayonnaise, thyme, lemon juice, lettuce, salt and pepper and spread it between the slices of bread, then cook everything in the fryer at 180 degrees for 3 minutes. cut in half and serve. Enjoy your meal! nutrients: fat 17, fiber 8, carbohydrates 12, proteins 18, calories 300"
What is the best way to cook fish with lime and mango?,"preparation time: 5 minutes cooking time: 5 minutes portions: 4 ingredients: 4 mackerel fish fillets, boneless salt and black pepper to taste 3 red chillies, chopped 2 tablespoons lime juice + zest of 1 lime 1 mango, peeled and cut into cubes 2 tablespoons olive oil 2 tablespoons minced garlic procedure: season the fish fillets with salt and pepper and add to a bowl. add the lime juice and zest, the oil, the chilli pepper and the garlic, transfer the fish to the fryer and cook at 200 degrees for 5 minutes, turning halfway through cooking. divide between plates and serve with mango poured over. Enjoy your meal! nutrients: fat 4, fiber 8, carbohydrates 15, proteins 15, calories 300"
Could you provide a step-by-step guide to prepare How do you cook thyme sauce for salmon?,"preparation time: 5 minutes cooking time: 6 minutes portions: 1 ingredients: 3 tablespoons of low-fat Greek yogurt 1 tablespoon of mayonnaise 2 teaspoons of lemon juice 1 tablespoon of chopped thyme 1 clove of chopped garlic 1 salmon fillet to taste fine salt and pepper procedure: blend yogurt well with mayonnaise, lemon juice, thyme, garlic, salt and pepper. in the meantime, cook the salmon in the oiled fryer at 180 degrees for 6 minutes. pour the salmon onto the plate, pour the sauce over it and serve. Enjoy your meal! nutrients: fat 5, fiber 12, carbohydrates 14, protein 23, calories 286"
What’s involved in prepare What is the best way to cook salmon and vinaigrette?,"prep time: 5 minutes cooking time: 5 minutes servings: 4 ingredients: 4 salmon fillets, skinned and boned 12 cherry tomatoes, halved 8 black olives, pitted and roughly chopped 2 tablespoons lime juice and ½ zest lime salt and black pepper to taste 2 tablespoons of olive oil oil spray 1 bunch of chopped basil procedure: season the salmon with salt and pepper to taste, put it in the fryer basket and cook at 200 degrees for 5 minutes, turning it upside down. in the meantime, heat a pan with the oil over medium heat, add the tomatoes, olives and lime juice and zest, mix, bring to the boil, add the basil, salt and pepper, mix well and remove from the heat. Divide the fish among plates and serve with the vinaigrette drizzled over. Enjoy your meal! nutrients: fat 5, fiber 8, carbohydrates 12, protein 8, calories 300"
What are the guidelines for prepare What is the best way to cook plaice with spinach and carrots?,"preparation time: 5 minutes cooking time: 7 minutes portions: 2 ingredients: 2 fillets of plaice without bones and finely chopped 50g fresh spinach, chopped ½ carrot, cut into rings 30g mayonnaise 1 tomato, cut into slices 1 chopped parsley 1 spoonful of extra virgin olive oil to taste chopped ginger root procedure: preheat the fryer to 190 degrees with the oil. cook the fillets for 7 minutes. mix the mayonnaise with a little peeled and grated ginger root, mixing thoroughly. place the tomato, spinach and carrot base on the plate under the fish. garnish with mayonnaise. Enjoy your meal! nutrients: fat 13, fiber 9, carbohydrates 17, proteins 19, calories 240"
How should I prepare How do you cook salmon sauce for pasta?,"preparation time: 5 minutes cooking time: 6 minutes portions: 2 ingredients: 2 slices of salmon without bones 50g of chopped spinach 20g of lime juice 10 mint leaves 2 tablespoons of extra virgin olive oil to taste. salt procedure: heat the oiled fryer and cook the cod at 180 degrees for 6 minutes. season the spinach with oil, lime juice, salt and mint leaves. chop the salmon and mix it with the spinach. add the mixture to your pasta. Enjoy your meal! nutrients: fat 17, fiber 14, carbohydrates 15, protein 23, calories 220"
How do I cook sea bass with artichokes?,"preparation time: 5 minutes cooking time: 5 minutes portions: 2 ingredients: 2 fillets of sea bass without bones 150g of artichokes in oil, drained 1 tablespoon of smoked paprika 1 clove of garlic 1 teaspoon of extra virgin olive oil to taste salt procedure: prepare the fryer at 180 degrees with the oil. insert the fillets into the fryer and cook them for 5 minutes together with the artichokes and garlic, adding paprika and salt halfway through cooking. serve hot. Enjoy your meal! nutrients: fat 10, fiber 7, carbohydrates 18, protein 2, calories 239"
